Date,City,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3
19-05-2020,Hyderabad,42.41,122.45,5.65,30.17,19.56,14.39,0.52,9.4,33.8
20-05-2020,Hyderabad,36.62,134.25,5.97,31.45,20.28,30.92,0.44,10.5,29.47
21-05-2020,Hyderabad,31.59,118.03,7.65,33.69,22.31,29.77,0.43,11.4,32.1
22-05-2020,Hyderabad,39.91,137.19,7.64,38.9,25.41,13.84,0.68,8.55,28.72
23-05-2020,Hyderabad,44.09,147.59,6.29,35.83,22.82,16.26,0.62,8.65,35.2
24-05-2020,Hyderabad,41.03,124.09,5.05,26.38,17.02,14.07,0.52,6.61,43.37
25-05-2020,Hyderabad,33.07,97.27,5.23,22.72,15.57,18.83,0.44,5.94,38.23
26-05-2020,Hyderabad,32.51,85.85,5.32,23.19,15.44,12.36,0.45,6.32,37.5
27-05-2020,Hyderabad,28.66,90.2,4.95,24.26,15.94,8.61,0.44,5.46,40.38
28-05-2020,Hyderabad,26.7,96.67,5.11,26.37,17.03,7,0.41,5.65,32.09
29-05-2020,Hyderabad,21.07,79.56,4.82,24.05,15.88,12.99,0.34,6.1,30.78
30-05-2020,Hyderabad,18.56,60.6,4.6,23.9,15.62,9.55,0.33,5.49,32.56
31-05-2020,Hyderabad,25.17,60.07,8.9,27.75,19.32,10.88,0.43,4.66,25.41
01-06-2020,Hyderabad,30,54.63,8.17,30.48,21.23,14.11,0.42,5.23,30.2
02-06-2020,Hyderabad,16.47,31.29,7.23,23.75,16.75,14.73,0.33,4.36,29.86
03-06-2020,Hyderabad,11.74,24.32,4.76,20.72,14,15.97,0.34,5.12,18.84
04-06-2020,Hyderabad,13.93,28.72,5.38,18.89,13.16,13.38,0.3,5.56,21.39
05-06-2020,Hyderabad,19.57,52.74,4.86,22.78,15.07,14.51,0.3,6.89,20.05
06-06-2020,Hyderabad,23.02,74.58,5.54,20.88,14.47,19.79,0.29,10.04,17.59
07-06-2020,Hyderabad,19.49,59.86,7.56,18,13.89,22.6,0.3,9.34,17.98
08-06-2020,Hyderabad,20.2,68.79,7.27,19.5,14.29,20.52,0.32,9.69,16.57
09-06-2020,Hyderabad,17.96,56.02,6.01,19.43,13.92,21.26,0.31,9.15,20.04
10-06-2020,Hyderabad,20.26,42.43,7.09,21.57,16.09,15.23,0.28,5.72,17.59
11-06-2020,Hyderabad,19.96,45.14,7.54,23.97,17.06,19.95,0.27,6.7,13.48
12-06-2020,Hyderabad,17.19,35.96,5.99,21.01,15.04,23.05,0.28,6.02,15.47
13-06-2020,Hyderabad,9.87,23.48,5.26,19.35,13.7,10.64,0.29,5.32,16.2
14-06-2020,Hyderabad,9.8,22.79,5.45,19.97,14.15,11.98,0.26,6.34,17.74
15-06-2020,Hyderabad,13.53,31.78,5.84,19.95,14.57,12.69,0.31,6.19,15.24
16-06-2020,Hyderabad,10.31,20.76,5.49,17.7,12.66,9.12,0.31,5.28,13.05
17-06-2020,Hyderabad,10.31,20.97,5.89,18.86,13.65,9.94,0.28,5.7,14.37
18-06-2020,Hyderabad,14.04,33.09,5.66,18.92,13.77,9.71,0.26,5.94,13.99
19-06-2020,Hyderabad,20.19,55.14,7.31,20.73,15.44,18.62,0.27,7.96,12.04
20-06-2020,Hyderabad,22.5,63.77,5.78,19.96,14.55,20.92,0.26,7.71,13.86
21-06-2020,Hyderabad,24,72.01,6.08,21.8,15.65,27.63,0.25,8.15,14.47
22-06-2020,Hyderabad,22.91,68.3,5.72,21.71,15.23,20.05,0.26,7.86,15.94
23-06-2020,Hyderabad,22.36,56.6,6.71,22.45,16.53,11.81,0.32,6.56,16.49
24-06-2020,Hyderabad,21.25,45.4,7.2,24.72,17.75,7.3,0.36,5.26,20.81
25-06-2020,Hyderabad,22.41,46.29,7.13,25.42,17.73,8.93,0.35,5.16,23.48
26-06-2020,Hyderabad,27.05,54.96,5.71,21.78,14.59,9.63,0.34,5.03,24.41
27-06-2020,Hyderabad,23.29,44.2,6.38,22.64,15.39,9.34,0.36,5.39,24.22
28-06-2020,Hyderabad,15.8,32.18,5.79,22.73,14.89,11.09,0.36,6.36,22.25
29-06-2020,Hyderabad,20.24,44.74,3.96,27.59,17.09,13.09,0.38,6.29,19.98
30-06-2020,Hyderabad,19.38,41.95,2.63,24.58,14.59,10.8,0.39,5.3,17.4
